期数,日期,红球,蓝球,销售额,奖池金额,一等奖中奖人数,一等奖中奖金额,二等奖中奖人数,二等奖中奖金额,三等奖中奖人数,三等奖中奖金额,四等奖中奖人数,四等奖中奖金额,五等奖中奖人数,五等奖中奖金额,六等奖中奖人数,六等奖中奖金额,中奖情况
2018035,2018-03-29(四),"07,10,11,17,23,28",15,350309396,856009608,6,8809507,289,98862,960,3000,61476,200,1266529,10,5905178,5,"浙江1注,湖南1注,广东1注,广西1注,四川1注,深圳1注,共6注。"
2018034,2018-03-27(二),"01,05,11,22,23,26",15,348544506,823152736,8,7560160,122,209849,972,3000,63265,200,1241750,10,8078774,5,"辽宁1注,吉林1注,安徽2注,山东1注,河南2注,广东1注,共8注。"
2018033,2018-03-25(日),"04,19,20,22,28,33",06,376360408,806829198,3,10000000,88,289516,1047,3000,61280,200,1205558,10,11010817,5,"上海1注,安徽1注,江西1注,共3注。"
2018032,2018-03-22(四),"21,22,23,24,25,32",06,351194914,760396749,3,10000000,127,179511,1392,3000,56340,200,1013760,10,11062382,5,"天津1注,福建1注,广西1注,共3注。"
2018031,2018-03-20(二),"02,16,18,19,27,30",14,345048756,722002755,3,10000000,116,224837,1092,3000,59834,200,1201239,10,7498833,5,"内蒙古1注,江苏1注,福建1注,共3注。"
2018030,2018-03-18(日),"13,14,20,21,25,33",07,388492136,673759355,1,10000000,98,260810,1097,3000,60282,200,1184057,10,12187127,5,"江苏1注,共1注。"
2018029,2018-03-15(四),"01,02,09,14,22,25",05,349939456,607081200,5,8926329,85,288700,941,3000,50833,200,1050933,10,9962632,5,"山西1注,辽宁2注,浙江1注,河南1注,共5注。"
2018028,2018-03-13(二),"03,08,11,14,18,23",16,352015830,578094167,7,7676997,220,106471,1869,3000,82708,200,1493643,10,8341565,5,"天津1注,内蒙古1注,上海1注,浙江1注,山东1注,河南1注,广东1注,共7注。"
2018027,2018-03-11(日),"02,07,09,14,18,28",05,386579026,561561972,6,8250400,144,169291,1652,3000,87914,200,1565274,10,10744036,5,"江苏1注,福建1注,山东2注,湖北2注,共6注。"
2018026,2018-03-08(四),"04,07,12,14,26,32",04,341958742,537930372,6,8313468,75,331346,1092,3000,59713,200,1094967,10,8397492,5,"江苏1注,江西1注,山东1注,湖南1注,广西2注,共6注。"
2018025,2018-03-06(二),"04,13,16,19,21,25",14,341614936,513258146,1,10000000,83,350024,700,3000,40970,200,881488,10,6414861,5,"广西1注,共1注。"
2018024,2018-03-04(日),"11,19,22,26,31,32",02,373443496,436102047,9,7481039,81,344588,924,3000,55421,200,1127359,10,9242152,5,"黑龙江1注,江西1注,河南1注,湖南1注,广东4注,云南1注,共9注。"
2018023,2018-03-01(四),"12,15,16,21,26,29",16,339395846,419696331,3,10000000,159,164899,906,3000,56937,200,1150655,10,7163214,5,"北京1注,天津1注,江苏1注,共3注。"
2018022,2018-02-27(二),"07,14,19,21,22,23",03,333617132,371039376,6,8201615,111,216325,988,3000,56391,200,1137669,10,8361005,5,"辽宁1注,黑龙江1注,山东1注,湖南1注,云南1注,陕西1注,共6注。"
2018021,2018-02-25(日),"03,04,06,11,23,28",14,364661036,348212718,3,10000000,216,116432,1175,3000,67620,200,1321924,10,9563662,5,"辽宁1注,江苏1注,陕西1注,共3注。"
2018020,2018-02-22(四),"06,09,10,14,28,30",05,322991340,302764704,33,5489962,212,95334,1594,3000,77343,200,1394295,10,8645684,5,"北京20注,河北1注,山西1注,福建2注,江西1注,山东2注,四川2注,陕西1注,宁夏2注,新疆1注,共33注。"
2018019,2018-02-13(二),"03,11,12,16,21,23",09,353382992,423300648,8,6663708,80,207963,1677,3000,75265,200,1303129,10,14698811,5,"北京2注,河北1注,黑龙江1注,江苏1注,浙江1注,山东1注,广西1注,共8注。"
2018018,2018-02-11(日),"02,12,13,18,25,27",07,364855490,426699072,12,6383135,214,96948,2261,3000,100526,200,1635361,10,10509848,5,"辽宁1注,黑龙江1注,江苏1注,浙江1注,江西2注,湖北2注,湖南2注,广东1注,四川1注,共12注。"
2018017,2018-02-08(四),"03,06,11,26,30,32",12,341808336,441055600,5,8695830,68,339690,1084,3000,55799,200,1111406,10,9912890,5,"内蒙古1注,浙江1注,福建1注,广东1注,广西1注,共5注。"
2018016,2018-02-06(二),"01,11,12,18,25,27",16,338462386,415237924,4,9593701,98,234372,1261,3000,61624,200,1175404,10,9222140,5,"北京2注,山东2注,共4注。"
2018015,2018-02-04(日),"11,15,20,21,26,33",15,372995620,384707208,6,7652271,172,115651,2163,3000,93501,200,1553583,10,12494933,5,"内蒙古1注,浙江1注,安徽1注,重庆1注,广西2注,共6注。"
2018014,2018-02-01(四),"09,12,20,24,28,31",07,341965074,370944726,17,5970693,103,200264,1365,3000,71239,200,1330607,10,10681021,5,"江苏4注,山东1注,湖北1注,广东1注,深圳10注,共17注。"
2018013,2018-01-30(二),"06,08,13,15,22,33",06,338322260,410564826,9,7002470,99,227553,1177,3000,59570,200,1127998,10,9788351,5,"江苏1注,江西2注,河南2注,广东3注,贵州1注,共9注。"
2018012,2018-01-28(日),"11,12,13,19,26,28",12,367108128,406003688,8,7195022,129,170156,1934,3000,88183,200,1544615,10,10639470,5,"山西1注,上海1注,江苏2注,湖北1注,广西1注,西藏1注,深圳1注,共8注。"
2018011,2018-01-25(四),"03,10,21,23,27,33",11,336871794,397713208,8,7356371,138,170751,1226,3000,70033,200,1300934,10,8023678,5,"山西1注,上海1注,安徽1注,河南2注,湖南1注,广西2注,共8注。"
2018010,2018-01-23(二),"01,08,17,20,21,22",03,351327690,385873044,6,8085375,71,325919,1077,3000,66389,200,1275468,10,10065162,5,"北京1注,辽宁1注,重庆1注,广东1注,云南2注,共6注。"
2018009,2018-01-21(日),"05,10,17,23,26,32",07,384256808,364964347,17,5477449,221,45908,2633,3000,113710,200,1793617,10,19825084,5,"北京5注,山西1注,江苏2注,河南2注,湖北2注,广东2注,四川2注,云南1注,共17注。"
2018008,2018-01-18(四),"05,09,10,12,17,19",13,359785672,427643568,11,6571365,144,150043,1428,3000,77385,200,1497762,10,11026247,5,"北京6注,辽宁1注,吉林1注,湖北2注,广东1注,共11注。"
2018007,2018-01-16(二),"13,14,20,25,27,31",12,354279554,435109760,8,7274011,132,172273,1559,3000,74171,200,1325995,10,9973072,5,"河北2注,浙江2注,山东1注,湖北1注,广东1注,广西1注,共8注。"
2018006,2018-01-14(日),"02,07,08,09,17,29",11,387617618,425081503,11,6856113,172,148381,2073,3000,96099,200,1708775,10,9063964,5,"北京3注,辽宁1注,吉林1注,上海1注,山东4注,广东1注,共11注。"
2018005,2018-01-11(四),"02,20,21,28,31,33",06,354961030,423934061,1,10000000,68,371062,782,3000,49202,200,1009539,10,10144039,5,"北京1注,共1注。"
2018004,2018-01-09(二),"14,18,19,26,30,31",11,349304820,358237373,13,6082556,55,319846,1316,3000,66438,200,1258260,10,14195004,5,"吉林1注,浙江8注,湖北1注,广东1注,甘肃1注,深圳1注,共13注。"
2018003,2018-01-07(日),"01,14,16,17,20,31",04,388121442,384536000,5,10000000,167,191008,814,3000,46597,200,995581,10,8173779,5,"河北1注,山西1注,安徽1注,山东1注,湖北1注,共5注。"
2018002,2018-01-04(四),"07,18,24,29,31,33",16,351610618,338840952,3,10000000,94,319928,789,3000,49232,200,1054173,10,5848195,5,"河北1注,黑龙江1注,四川1注,共3注。"
2018001,2018-01-02(二),"01,08,11,26,28,31",04,367348082,278621134,22,5825255,191,118819,2029,3000,86396,200,1598202,10,9974842,5,"黑龙江1注,江苏1注,浙江10注,福建1注,山东1注,湖北2注,湖南1注,广西1注,四川1注,甘肃1注,宁夏1注,深圳1注,共22注。"
2017154,2017-12-31(日),"05,09,13,15,18,26",05,414241024,338693168,11,7280114,141,222351,1358,3000,75207,200,1412329,10,8866626,5,"河北1注,浙江1注,安徽1注,江西1注,山东1注,湖北1注,广东2注,广西1注,四川1注,甘肃1注,共11注。"
2017153,2017-12-28(四),"07,11,12,13,18,19",16,372349292,324719716,4,10000000,165,190901,989,3000,61094,200,1333557,10,5586895,5,"北京1注,山西1注,浙江1注,湖北1注,共4注。"
2017152,2017-12-26(二),"06,10,23,25,26,29",05,367326916,270223240,8,7027612,129,157179,1848,3000,85998,200,1538040,10,12152337,5,"吉林1注,浙江1注,福建1注,山东1注,重庆2注,四川1注,陕西1注,共8注。"
2017151,2017-12-24(日),"02,05,07,09,11,27",16,410102286,265615770,6,8891264,171,170669,1414,3000,78120,200,1525695,10,9817849,5,"辽宁1注,江苏3注,安徽1注,福建1注,共6注。"
2017150,2017-12-21(四),"06,14,19,20,21,23",08,382821120,231409917,9,6900101,82,260684,1721,3000,79117,200,1478684,10,13260907,5,"安徽1注,重庆1注,湖北1注,广东1注,四川1注,云南2注,新疆1注,深圳1注,共9注。"
2017149,2017-12-19(二),"05,08,15,20,27,30",13,389703152,229382406,67,5031231,1126,6000,8715,3000,293452,200,3505333,10,12120676,5,"河北3注,内蒙古2注,辽宁4注,吉林1注,黑龙江3注,上海7注,江苏6注,浙江3注,安徽2注,福建2注,江西1注,山东6注,重庆3注,河南4注,湖北1注,湖南3注,广东2注,广西3注,四川4注,贵州1注,陕西1注,甘肃1注,新疆1注,深圳3注,共67注。其中复式投注为：河北2注,内蒙古1注,辽宁4注,吉林1注,黑龙江3注,上海5注,江苏2注,浙江2注,安徽2注,福建2注,江西1注,山东4注,重庆3注,河南3注,湖北1注,湖南2注,广东1注,广西1注,四川3注,贵州1注,甘肃1注,新疆1注,深圳1注。"
2017148,2017-12-17(日),"04,07,11,14,29,32",12,419003890,558628074,18,6272562,274,104498,2210,3000,102446,200,1843078,10,9046257,5,"北京1注,河北1注,内蒙古2注,辽宁1注,江苏2注,浙江4注,山东2注,四川2注,贵州1注,云南2注,共18注。其中复式投注为：北京1注,河北1注,浙江2注,山东2注,四川2注,云南2注。"
2017147,2017-12-14(四),"03,07,20,21,25,31",14,397012632,585636222,3,10000000,131,255096,1080,3000,61204,200,1261151,10,6554657,5,"山西1注,上海1注,安徽1注,共3注。其中复式投注为：山西1注。"
2017146,2017-12-12(二),"01,19,25,26,27,33",10,409358700,515383281,21,5802209,252,83563,2353,3000,108606,200,1794897,10,13924922,5,"北京1注,河北5注,吉林1注,江苏1注,山东1注,重庆1注,湖北1注,湖南6注,广东1注,四川2注,贵州1注,共21注。其中复式投注为：吉林1注,山东1注,重庆1注,湖北1注,湖南6注,广东1注,四川1注,贵州1注。"
2017145,2017-12-10(日),"02,06,12,17,25,28",12,434698744,574055706,31,5380151,458,32163,5310,3000,186898,200,2600830,10,14952213,5,"河北1注,山西1注,内蒙古1注,辽宁1注,吉林1注,黑龙江1注,上海1注,江苏1注,浙江6注,安徽1注,山东2注,重庆2注,湖北1注,湖南3注,四川2注,云南2注,陕西2注,甘肃1注,深圳1注,共31注。其中复式投注为：河北1注,内蒙古1注,辽宁1注,吉林1注,黑龙江1注,江苏1注,浙江3注,安徽1注,重庆2注,湖北1注,湖南2注,四川2注,云南1注,陕西1注,甘肃1注,深圳1注。"
2017144,2017-12-07(四),"03,14,16,20,31,32",09,394649686,696647832,8,6316343,54,243767,1869,3000,87158,200,1583161,10,20370880,5,"北京1注,天津2注,浙江1注,江西1注,四川1注,云南2注,共8注。其中复式投注为：北京1注,天津2注,四川1注。"
2017143,2017-12-05(二),"04,06,09,14,20,29",14,383967718,707688280,13,6687672,164,167223,1606,3000,78943,200,1488152,10,8591476,5,"河北1注,辽宁1注,上海6注,山东1注,广东1注,青海1注,新疆2注,共13注。其中复式投注为：上海5注,广东1注,青海1注,新疆2注。"
2017142,2017-12-03(日),"08,13,14,18,23,33",06,417715258,712354014,6,7643652,149,133069,2355,3000,103919,200,1763662,10,15977097,5,"山西1注,福建1注,江西1注,重庆1注,河南1注,新疆1注,共6注。其中复式投注为：江西1注,重庆1注,新疆1注。"
2017141,2017-11-30(四),"01,06,07,11,13,15",05,374075240,698733752,4,7854635,78,182989,1650,3000,86982,200,1553018,10,17665517,5,"江苏1注,山东1注,广东1注,陕西1注,共4注。其中复式投注为：江苏1注。"
2017140,2017-11-28(二),"21,22,25,28,29,30",08,376479116,687332768,16,6035870,83,249607,1431,3000,71547,200,1451958,10,13696628,5,"北京10注,内蒙古1注,江苏1注,浙江1注,安徽1注,山东1注,云南1注,共16注。其中复式投注为：江苏1注,浙江1注,山东1注,云南1注。"
2017139,2017-11-26(日),"02,14,20,24,28,32",16,409744564,721754472,6,9828398,92,393619,813,3000,46477,200,992607,10,6852481,5,"山西1注,河南2注,广东1注,四川1注,陕西1注,共6注。其中复式投注为：陕西1注。"
2017138,2017-11-23(四),"01,17,24,28,32,33",02,377937674,672085896,6,9039634,79,383509,915,3000,46678,200,991147,10,8401669,5,"江苏1注,浙江1注,重庆1注,广东1注,四川2注,共6注。其中复式投注为：重庆1注,广东1注,四川2注。"
2017137,2017-11-21(二),"05,10,20,23,26,31",03,376184186,635431923,7,7917073,146,174824,1569,3000,75681,200,1356509,10,9764880,5,"天津1注,内蒙古1注,安徽2注,广西1注,四川1注,云南1注,共7注。其中复式投注为：安徽1注,广西1注,云南1注。"
2017136,2017-11-19(日),"03,07,10,18,21,24",12,401556928,614278265,19,5952821,216,104766,2130,3000,101551,200,1711907,10,12485113,5,"河北2注,江苏3注,浙江2注,安徽4注,广西1注,四川1注,陕西1注,深圳5注,共19注。其中复式投注为：浙江1注,广西1注,四川1注。"
2017135,2017-11-16(四),"01,06,07,14,18,26",16,378825098,659493336,8,7923669,147,198889,1058,3000,59885,200,1210785,10,8283735,5,"山西1注,山东3注,广东1注,广西1注,贵州1注,云南1注,共8注。其中复式投注为：山西1注,山东3注,广西1注,云南1注。"
2017134,2017-11-14(二),"04,05,11,14,28,32",04,365781644,635172616,13,6040990,99,170869,1824,3000,87046,200,1531322,10,14674835,5,"北京1注,山西1注,内蒙古1注,吉林2注,江苏1注,浙江1注,山东1注,重庆1注,四川3注,陕西1注,共13注。其中复式投注为：内蒙古1注,吉林1注,山东1注,重庆1注。"
2017133,2017-11-12(日),"06,15,17,18,23,30",11,400247724,662957197,7,8327342,223,130557,1372,3000,78811,200,1582688,10,8791861,5,"河北2注,辽宁1注,上海1注,湖北1注,广东1注,新疆1注,共7注。其中复式投注为：河北1注,上海1注。"
2017132,2017-11-09(四),"02,03,05,09,13,28",11,377852842,633905850,6,8820665,139,206151,1253,3000,73344,200,1500060,10,7419907,5,"北京1注,浙江2注,广东1注,广西1注,云南1注,共6注。其中复式投注为：浙江1注。"
2017131,2017-11-07(二),"01,07,10,11,26,27",11,367788616,600864875,25,5513378,131,122466,2893,3000,107801,200,1675295,10,13810389,5,"河北2注,辽宁2注,吉林1注,上海1注,浙江1注,安徽6注,福建5注,山东1注,重庆1注,河南4注,湖南1注,共25注。其中复式投注为：河北2注,辽宁1注,吉林1注,浙江1注,安徽1注,河南1注。"
2017130,2017-11-05(日),"05,13,14,23,25,31",02,401382016,690570120,5,10000000,211,161007,937,3000,58635,200,1171966,10,6905902,5,"浙江1注,安徽1注,四川3注,共5注。其中复式投注为：浙江1注,四川1注。"
2017129,2017-11-02(四),"05,06,09,14,21,33",02,334351058,638652615,3,10000000,116,229558,783,3000,47080,200,999596,10,7111144,5,"山西1注,辽宁1注,广西1注,共3注。"
2017128,2017-10-31(二),"02,06,13,22,29,31",08,323872230,588766113,13,5186374,111,27284,2990,3000,113700,200,1682133,10,19610341,5,"天津2注,辽宁1注,山东4注,重庆1注,湖北1注,湖南1注,广东1注,云南1注,甘肃1注,共13注。"
2017127,2017-10-29(日),"14,15,21,24,27,32",12,351381232,647103220,4,9376343,63,347328,1292,3000,63568,200,1165868,10,11280329,5,"上海1注,江苏1注,广东1注,甘肃1注,共4注。"
2017126,2017-10-26(四),"01,16,17,21,27,30",16,328800104,618963440,8,7757297,63,437666,797,3000,44573,200,968685,10,5965537,5,"浙江1注,福建6注,云南1注,共8注。"
2017125,2017-10-24(二),"01,14,23,25,29,30",03,324821104,598302894,6,7793201,133,157511,1550,3000,78944,200,1430191,10,8125119,5,"上海1注,安徽1注,山东2注,广东1注,新疆1注,共6注。"
2017124,2017-10-22(日),"02,06,11,26,28,29",03,352610564,582215080,8,6981077,126,157228,1980,3000,81855,200,1456753,10,11331508,5,"河北1注,上海1注,安徽1注,福建1注,河南1注,湖南1注,广西1注,青海1注,共8注。"
2017123,2017-10-19(四),"04,05,06,11,21,31",10,327467830,578631376,16,5768364,237,64840,1554,3000,77032,200,1341534,10,13101261,5,"山西1注,内蒙古1注,上海1注,江苏2注,福建2注,重庆1注,河南2注,湖北1注,湖南2注,四川1注,贵州2注,共16注。"
2017122,2017-10-17(二),"11,20,21,22,24,27",15,323216212,624823324,4,9322578,52,415632,1044,3000,54934,200,1042097,10,9476920,5,"江苏2注,河南2注,共4注。"
2017121,2017-10-15(日),"11,18,19,22,24,32",07,344520506,597274960,5,7294152,136,105429,2039,3000,89969,200,1540417,10,14389253,5,"浙江2注,福建1注,湖北1注,云南1注,共5注。"
2017120,2017-10-12(四),"08,10,15,19,23,28",16,319254526,590730365,5,9211061,192,137078,873,3000,58724,200,1248592,10,4861691,5,"河北1注,辽宁1注,安徽1注,四川1注,云南1注,共5注。"
2017119,2017-10-10(二),"09,16,21,25,26,31",14,311293858,557828271,11,6673237,127,181157,1257,3000,57477,200,1060985,10,6925933,5,"河北1注,江苏2注,浙江1注,安徽1注,重庆2注,河南1注,海南1注,四川1注,陕西1注,共11注。"
2017118,2017-10-08(日),"08,09,15,22,30,33",16,339910326,562212840,12,6730422,123,211027,1054,3000,67859,200,1290082,10,6619217,5,"浙江1注,福建1注,重庆1注,河南1注,湖南8注,共12注。"
2017117,2017-10-05(四),"01,02,08,11,14,21",09,277103412,565108899,3,8633236,53,257068,1146,3000,57568,200,1078500,10,11109106,5,"山东1注,广东1注,陕西1注,共3注。"
2017116,2017-10-03(二),"02,14,20,22,30,32",02,270066216,550134702,9,6537998,85,203558,1372,3000,60997,200,1028626,10,7304167,5,"辽宁1注,江苏1注,河南1注,湖北1注,广东1注,海南1注,四川1注,云南2注,共9注。"
2017115,2017-10-01(日),"04,10,11,25,30,31",01,322048056,557069238,6,8233631,128,189470,1141,3000,60892,200,1176240,10,6686161,5,"广东3注,广西2注,云南1注,共6注。"
2017114,2017-09-28(四),"06,12,13,15,18,26",13,321554260,533714324,4,9187872,89,235273,1225,3000,65842,200,1241716,10,8908714,5,"上海1注,山东1注,湖北1注,深圳1注,共4注。"
2017113,2017-09-26(二),"04,06,16,27,29,33",05,316223542,507647724,4,8403060,75,226870,1443,3000,67849,200,1213695,10,11370515,5,"河北1注,辽宁1注,山东2注,共4注。"
2017112,2017-09-24(日),"03,10,14,16,22,23",11,346255520,490214060,2,10000000,76,292461,1344,3000,64339,200,1217948,10,10335549,5,"广东1注,陕西1注,共2注。"
2017111,2017-09-21(四),"05,10,17,19,29,32",12,317976914,443532928,16,5921674,99,186196,1503,3000,76650,200,1364133,10,9718883,5,"黑龙江1注,江苏1注,浙江4注,福建1注,重庆2注,湖北2注,广东5注,共16注。"
2017110,2017-09-19(二),"01,03,12,15,19,23",14,316936062,482979264,3,10000000,68,377100,747,3000,43574,200,973444,10,6407418,5,"河北1注,安徽1注,湖北1注,共3注。"
2017109,2017-09-17(日),"08,14,16,18,21,23",16,349302018,436050760,4,10000000,96,296384,795,3000,47610,200,1019017,10,7049837,5,"黑龙江1注,贵州1注,云南2注,共4注。"
2017108,2017-09-14(四),"07,12,14,15,17,20",01,320774192,390692040,6,8141359,113,208497,957,3000,54375,200,1048588,10,7741340,5,"山西1注,内蒙古1注,江西1注,山东1注,重庆2注,共6注。"
2017107,2017-09-12(二),"08,09,15,17,30,32",06,319335446,368859616,19,5814695,202,95787,1398,3000,68532,200,1293285,10,9649004,5,"北京1注,上海15注,江西1注,广东1注,宁夏1注,共19注。"
