期号,时间,开奖号码,奖池奖金,销售额,一等奖人数,一等奖金额,二等奖人数,二等奖金额,三等奖人数,三等奖金额,四等奖人数,四等奖金额,五等奖人数,五等奖金额,六等奖人数,六等奖金额,七等奖人数,七等奖金额,八等奖人数,八等奖金额,九等奖人数,九等奖金额
19142,2019-12-11,03 04 26 29 33 06 07,"1,627,275,280.73","299,921,169",3,"30,000,000",71,"50,103,138",167,"1,670,000",702,"2,106,000","14,358","4,307,400","24,915","4,983,000","34,258","3,425,800","744,191","11,162,865","7,684,939","38,424,695"
19141,2019-12-09,02 10 20 21 35 01 12,"1,655,481,325.91","300,500,952",3,"30,000,000",135,"51,063,750",296,"2,960,000","1,104","3,312,000","20,385","6,115,500","25,143","5,028,600","45,274","4,527,400","752,468","11,287,020","7,304,424","36,522,120"
19140,2019-12-07,03 07 08 25 27 03 05,"1,668,432,904.08","316,440,627",7,"70,000,000",118,"39,510,294",264,"2,640,000","1,025","3,075,000","23,664","7,099,200","34,932","6,986,400","44,717","4,471,700","1,093,839","16,407,585","10,340,412","51,702,060"
19139,2019-12-04,01 05 07 08 11 06 10,"1,732,644,632.39","289,227,664",7,"70,000,000",178,"31,286,882",406,"4,060,000","1,290","3,870,000","26,288","7,886,400","37,463","7,492,600","58,591","5,859,100","1,045,742","15,686,130","9,512,341","47,561,705"
19138,2019-12-02,04 06 07 20 29 02 04,"1,807,797,395.91","292,541,823",2,"20,000,000",164,"52,361,920",323,"3,230,000",643,"1,929,000","17,562","5,268,600","20,531","4,106,200","44,904","4,490,400","707,642","10,614,630","7,481,343","37,406,715"
19137,2019-11-30,03 05 12 13 26 07 12,"1,811,011,407.29","312,773,222",4,"40,000,000",185,"41,224,845",303,"3,030,000","1,204","3,612,000","25,069","7,520,700","34,536","6,907,200","43,971","4,397,100","1,033,806","15,507,090","9,372,372","46,861,860"
19136,2019-11-27,03 16 20 26 29 03 09,"1,836,618,362.96","286,999,222",9,"90,000,000",113,"41,242,514",205,"2,050,000","1,261","3,783,000","18,577","5,573,100","33,061","6,612,200","40,934","4,093,400","849,859","12,747,885","8,183,235","40,916,175"
19135,2019-11-25,04 05 19 25 26 01 11,"1,952,350,514.03","285,312,173",4,"40,000,000",87,"47,378,547",317,"3,170,000",617,"1,851,000","14,507","4,352,100","18,832","3,766,400","51,669","5,166,900","601,044","9,015,660","6,438,011","32,190,055"
19134,2019-11-23,05 06 07 14 17 10 11,"1,982,686,527.08","315,940,098",4,"40,000,000",130,"53,824,680",301,"3,010,000","1,060","3,180,000","18,767","5,630,100","26,516","5,303,200","47,021","4,702,100","761,084","11,416,260","7,709,867","38,549,335"
19133,2019-11-20,03 12 24 27 34 01 12,"2,012,422,203.42","307,662,290",3,"30,000,000",89,"57,398,681",223,"2,230,000",731,"2,193,000","16,233","4,869,900","20,519","4,103,800","36,454","3,645,400","681,735","10,226,025","7,333,792","36,668,960"
19132,2019-11-18,03 05 06 13 18 10 12,"2,031,322,367.26","302,574,925",5,"50,000,000",101,"52,498,992",280,"2,800,000",730,"2,190,000","15,104","4,531,200","18,615","3,723,000","46,734","4,673,400","621,444","9,321,660","6,584,841","32,924,205"
19131,2019-11-16,05 06 14 27 29 06 10,"2,069,940,752.64","329,976,108",3,"30,000,000",105,"54,823,755",379,"3,790,000",602,"1,806,000","19,395","5,818,500","20,772","4,154,400","59,801","5,980,100","753,387","11,300,805","8,175,869","40,879,345"
19130,2019-11-13,01 13 20 21 26 04 10,"2,080,589,741.20","303,550,489",3,"30,000,000",83,"46,220,874",182,"1,820,000",564,"1,692,000","14,314","4,294,200","19,680","3,936,000","34,739","3,473,900","655,905","9,838,575","7,173,923","35,869,615"
19129,2019-11-11,10 13 18 23 30 06 12,"2,091,270,342.29","295,027,665",6,"60,000,000",167,"40,973,450",378,"3,780,000",860,"2,580,000","23,261","6,978,300","27,725","5,545,000","51,400","5,140,000","893,854","13,407,810","8,454,364","42,271,820"
19128,2019-11-09,20 21 25 34 35 03 12,"2,137,001,004.60","322,813,843",2,"20,000,000",85,"59,452,655",156,"1,560,000",536,"1,608,000","12,802","3,840,600","19,572","3,914,400","26,375","2,637,500","632,977","9,494,655","7,189,231","35,946,155"
19127,2019-11-06,04 07 08 11 16 09 11,"2,135,181,960.52","300,600,530",5,"50,000,000",110,"41,483,090",198,"1,980,000",909,"2,727,000","20,626","6,187,800","27,006","5,401,200","38,939","3,893,900","872,301","13,084,515","8,686,172","43,430,860"
19126,2019-11-04,05 09 16 18 30 04 07,"2,177,652,383.89","276,082,640",10,"100,000,000",150,"30,895,050",347,"3,470,000","1,466","4,398,000","18,368","5,510,400","40,944","8,188,800","34,098","3,409,800","958,559","14,378,385","9,361,948","46,809,740"
19125,2019-11-02,05 08 09 14 34 02 05,"2,290,847,002.80","298,679,570",4,"40,000,000",75,"56,674,050",222,"2,220,000",660,"1,980,000","15,270","4,581,000","21,743","4,348,600","34,863","3,486,300","709,428","10,641,420","7,427,238","37,136,190"
19124,2019-10-30,07 17 26 27 30 06 12,"2,320,815,917.35","275,959,410",2,"20,000,000",99,"40,931,550",265,"2,650,000","1,010","3,030,000","15,337","4,601,100","25,570","5,114,000","32,675","3,267,500","706,933","10,603,995","7,387,825","36,939,125"
19123,2019-10-28,03 13 15 26 30 05 12,"2,325,632,751.35","273,397,306",6,"60,000,000",100,"37,989,700",207,"2,070,000","1,059","3,177,000","17,663","5,298,900","32,557","6,511,400","35,524","3,552,400","827,403","12,411,045","8,187,919","40,939,595"
19122,2019-10-26,05 19 25 31 33 10 11,"2,388,431,796.56","289,532,078",1,"10,000,000",65,"52,044,915",162,"1,620,000",572,"1,716,000","14,443","4,332,900","21,126","4,225,200","36,415","3,641,500","692,819","10,392,285","7,380,050","36,900,250"
19121,2019-10-23,01 02 03 07 17 04 10,"2,389,042,428.25","276,665,665",3,"30,000,000",73,"48,315,853",248,"2,480,000",512,"1,536,000","13,119","3,935,700","17,497","3,499,400","31,649","3,164,900","557,615","8,364,225","6,598,581","32,992,905"
19120,2019-10-21,06 15 17 22 25 01 09,"2,417,531,958.16","275,763,665",4,"40,000,000",97,"40,512,535",216,"2,160,000",833,"2,499,000","15,776","4,732,800","27,963","5,592,600","31,803","3,180,300","796,835","11,952,525","7,786,351","38,931,755"
19119,2019-10-19,03 06 09 23 34 02 11,"2,450,995,410.67","296,906,555",4,"40,000,000",83,"50,787,119",265,"2,650,000",694,"2,082,000","16,796","5,038,800","22,819","4,563,800","43,129","4,312,900","691,481","10,372,215","7,132,625","35,663,125"
19118,2019-10-16,02 03 13 19 26 02 03,"2,505,219,108.84","272,734,633",2,"20,000,000",101,"41,053,369",215,"2,150,000",814,"2,442,000","19,234","5,770,200","20,967","4,193,400","42,794","4,279,400","763,177","11,447,655","7,476,833","37,384,165"
19117,2019-10-14,01 18 21 25 35 07 08,"2,510,705,015.80","271,077,215",4,"40,000,000",66,"53,249,328",130,"1,300,000",493,"1,479,000","9,894","2,968,200","16,356","3,271,200","22,861","2,286,100","523,279","7,849,185","6,267,660","31,338,300"
19116,2019-10-12,02 10 16 21 23 02 12,"2,540,591,128.72","297,819,968",4,"40,000,000",87,"67,049,073",216,"2,160,000",534,"1,602,000","11,644","3,493,200","16,454","3,290,800","31,806","3,180,600","554,622","8,319,330","6,162,307","30,811,535"
19115,2019-10-09,01 18 21 28 32 05 12,"2,576,114,778.47","286,493,206",6,"60,000,000",105,"52,392,795",177,"1,770,000",637,"1,911,000","13,838","4,151,400","24,186","4,837,200","28,249","2,824,900","680,842","10,212,630","7,249,037","36,245,185"
19114,2019-09-30,03 05 07 20 23 04 11,"2,618,860,320.16","293,032,964",3,"30,000,000",75,"53,260,500",234,"2,340,000",646,"1,938,000","12,666","3,799,800","22,114","4,422,800","34,607","3,460,700","644,329","9,664,935","6,876,363","34,381,815"
19113,2019-09-28,03 11 27 34 35 01 02,"2,630,473,137.64","311,100,525",2,"20,000,000",96,"59,522,496",141,"1,410,000",527,"1,581,000","11,190","3,357,000","18,252","3,650,400","27,335","2,733,500","556,324","8,344,860","6,304,455","31,522,275"
19112,2019-09-25,03 10 16 21 33 05 06,"2,636,508,288.74","280,910,162",13,"130,000,000",573,"25,491,624","1,095","10,950,000",884,"2,652,000","41,686","12,505,800","22,647","4,529,400","79,012","7,901,200","939,115","14,086,725","8,378,049","41,890,245"
19111,2019-09-23,06 15 20 23 27 08 10,"2,773,019,554.68","278,838,967",4,"40,000,000",91,"47,612,929",210,"2,100,000",771,"2,313,000","15,408","4,622,400","23,206","4,641,200","34,832","3,483,200","685,909","10,288,635","7,159,555","35,797,775"
19110,2019-09-21,01 19 23 24 30 04 05,"2,796,874,880.24","304,148,169",3,"30,000,000",85,"53,186,540",285,"2,850,000",669,"2,007,000","14,684","4,405,200","15,710","3,142,000","48,483","4,848,300","625,097","9,376,455","7,120,899","35,604,495"
19109,2019-09-18,02 07 08 20 25 11 12,"2,807,779,066.62","280,419,217",1,"10,000,000",89,"40,008,971",436,"4,360,000",806,"2,418,000","16,032","4,809,600","26,871","5,374,200","36,787","3,678,700","746,711","11,200,665","7,626,669","38,133,345"
19108,2019-09-16,24 27 28 31 34 04 08,"2,810,944,267.23","284,940,682",2,"20,000,000",55,"45,011,450",129,"1,290,000",718,"2,154,000","12,164","3,649,200","23,245","4,649,000","21,389","2,138,900","690,712","10,360,680","7,673,293","38,366,465"
19107,2019-09-14,05 09 19 27 35 02 03,"2,814,001,475.61","293,549,724",4,"40,000,000",181,"35,744,423",327,"3,270,000","1,280","3,840,000","29,758","8,927,400","33,416","6,683,200","47,423","4,742,300","1,072,813","16,092,195","8,501,526","42,507,630"
19106,2019-09-11,05 08 10 32 35 02 10,"2,849,290,614.86","277,501,958",1,"10,000,000",106,"54,804,862",98,"980,000",606,"1,818,000","11,404","3,421,200","17,138","3,427,600","24,850","2,485,000","575,494","8,632,410","6,444,431","32,222,155"
19105,2019-09-09,01 04 09 14 17 01 06,"2,849,032,904.09","276,792,452",2,"20,000,000",151,"43,220,126",314,"3,140,000",770,"2,310,000","23,112","6,933,600","22,464","4,492,800","49,431","4,943,100","774,838","11,622,570","7,358,903","36,794,515"
19104,2019-09-07,02 07 19 22 28 03 05,"2,854,646,726.46","307,889,648",3,"30,000,000",179,"50,085,811",300,"3,000,000",827,"2,481,000","18,837","5,651,100","21,906","4,381,200","39,295","3,929,500","729,576","10,943,640","7,637,358","38,186,790"
19103,2019-09-04,05 12 22 27 32 04 07,"2,866,542,333.01","282,169,207",9,"90,000,000",238,"27,561,352",390,"3,900,000","1,845","5,535,000","33,721","10,116,300","37,906","7,581,200","54,851","5,485,100","1,077,920","16,168,800","9,331,699","46,658,495"
19102,2019-09-02,05 10 15 19 31 03 06,"2,971,122,369.40","294,439,142",1,"10,000,000",180,"42,933,420",417,"4,170,000",836,"2,508,000","24,280","7,284,000","23,317","4,663,400","60,834","6,083,400","783,867","11,758,005","7,372,795","36,863,975"
19101,2019-08-31,05 11 18 19 27 05 06,"2,965,514,601.49","317,232,101",6,"60,000,000",264,"34,847,208",551,"5,510,000","1,720","5,160,000","35,398","10,619,400","41,333","8,266,600","66,401","6,640,100","1,112,845","16,692,675","9,653,348","48,266,740"
19100,2019-08-28,05 08 12 19 21 06 11,"3,013,571,194.30","285,699,001",13,"130,000,000",228,"22,170,036",443,"4,430,000","2,420","7,260,000","30,278","9,083,400","52,820","10,564,000","58,981","5,898,100","1,190,306","17,854,590","9,680,169","48,400,845"
19099,2019-08-26,04 06 18 27 33 07 09,"3,199,540,847.69","264,966,797",19,"190,000,000",345,"20,987,040",375,"3,750,000","1,966","5,898,000","33,980","10,194,000","44,276","8,855,200","43,332","4,333,200","1,112,668","16,690,020","9,081,574","45,407,870"
19098,2019-08-24,13 15 17 19 22 03 04,"3,413,905,650.77","283,264,604",7,"70,000,000",87,"48,858,504",180,"1,800,000",699,"2,097,000","14,971","4,491,300","21,565","4,313,000","31,741","3,174,100","688,217","10,323,255","7,457,991","37,289,955"
19097,2019-08-21,10 17 20 30 35 10 12,"3,499,337,220.66","265,934,781",3,"30,000,000",51,"47,689,233",150,"1,500,000",612,"1,836,000","14,739","4,421,700","16,333","3,266,600","28,152","2,815,200","533,181","7,997,715","5,438,091","27,190,455"
19096,2019-08-19,02 12 22 23 27 02 06,"3,519,455,538.67","264,716,811",1,"10,000,000",96,"50,667,264",204,"2,040,000",390,"1,170,000","13,935","4,180,500","13,933","2,786,600","30,264","3,026,400","507,056","7,605,840","5,324,331","26,621,655"
19095,2019-08-17,03 12 17 19 31 02 06,"3,519,353,885.34","285,599,790",7,"70,000,000",114,"43,764,942",217,"2,170,000",747,"2,241,000","17,423","5,226,900","23,423","4,684,600","39,626","3,962,600","732,553","10,988,295","7,368,586","36,842,930"
19094,2019-08-14,01 12 14 26 27 07 09,"3,605,111,819.48","268,760,225",1,"10,000,000",57,"44,851,647",124,"1,240,000",512,"1,536,000","11,887","3,566,100","19,240","3,848,000","23,684","2,368,400","598,796","8,981,940","6,817,563","34,087,815"
19093,2019-08-12,16 17 26 29 35 01 07,"3,598,377,683.32","263,591,081",9,"90,000,000",113,"32,156,975",162,"1,620,000","1,603","4,809,000","22,043","6,612,900","40,712","8,142,400","36,440","3,644,000","961,162","14,417,430","8,161,280","40,806,400"
19092,2019-08-10,02 11 15 27 30 02 05,"3,693,574,033.39","282,457,933",4,"40,000,000",115,"48,643,160",250,"2,500,000",625,"1,875,000","15,245","4,573,500","19,288","3,857,600","33,465","3,346,500","649,476","9,742,140","6,818,956","34,094,780"
19091,2019-08-07,04 13 20 26 28 03 12,"3,724,322,762.61","269,521,488",1,"10,000,000",68,"49,750,228",244,"2,440,000",464,"1,392,000","12,390","3,717,000","13,024","2,604,800","45,231","4,523,100","496,434","7,446,510","5,630,127","28,150,635"
19090,2019-08-05,13 19 28 30 33 02 12,"3,716,328,636.10","267,395,452",2,"20,000,000",47,"49,693,711",153,"1,530,000",585,"1,755,000","12,030","3,609,000","20,480","4,096,000","30,718","3,071,800","591,455","8,871,825","6,273,429","31,367,145"
19089,2019-08-03,09 14 18 33 34 03 12,"3,719,449,575.77","297,660,456",4,"40,000,000",83,"51,002,421",195,"1,950,000",458,"1,374,000","11,262","3,378,600","18,388","3,677,600","27,278","2,727,800","562,083","8,431,245","6,365,229","31,826,145"
19088,2019-07-31,01 05 18 27 33 06 08,"3,755,102,164.41","270,234,407",7,"70,000,000",76,"47,687,644",136,"1,360,000",731,"2,193,000","12,240","3,672,000","20,010","4,002,000","21,764","2,176,400","610,568","9,158,520","6,782,613","33,913,065"
19087,2019-07-29,05 06 18 19 27 07 12,"3,816,395,392.04","265,658,108",10,"100,000,000",144,"32,483,664",292,"2,920,000","1,119","3,357,000","23,930","7,179,000","30,231","6,046,200","47,926","4,792,600","899,974","13,499,610","7,971,600","39,858,000"
19086,2019-07-27,05 15 16 28 31 02 07,"3,904,840,978.20","288,257,269",15,"150,000,000",266,"27,600,160",632,"6,320,000","2,082","6,246,000","32,607","9,782,100","49,210","9,842,000","59,854","5,985,400","1,070,146","16,052,190","8,836,775","44,183,875"
19085,2019-07-24,04 05 06 15 26 08 11,"4,061,417,388.90","266,144,001",3,"30,000,000",97,"42,777,582",212,"2,120,000",798,"2,394,000","16,680","5,004,000","25,982","5,196,400","36,054","3,605,400","772,887","11,593,305","7,592,998","37,964,990"
19084,2019-07-22,12 23 25 34 35 01 07,"4,085,660,246.49","267,484,415",2,"20,000,000",88,"56,239,920",307,"3,070,000",331,"993,000","13,658","4,097,400","11,734","2,346,800","44,177","4,417,700","513,564","7,703,460","5,825,243","29,126,215"
19083,2019-07-20,17 24 26 28 32 07 09,"4,096,211,433.05","292,813,014",2,"20,000,000",108,"45,946,116",197,"1,970,000",825,"2,475,000","21,725","6,517,500","26,437","5,287,400","37,723","3,772,300","892,600","13,389,000","8,487,035","42,435,175"
19082,2019-07-17,06 18 20 21 31 03 04,"4,117,332,392.64","271,428,141",7,"70,000,000",74,"45,232,944",116,"1,160,000",820,"2,460,000","12,549","3,764,700","18,913","3,782,600","24,079","2,407,900","587,412","8,811,180","6,512,130","32,560,650"
19081,2019-07-15,06 24 26 30 33 02 07,"4,186,160,785.64","272,912,117",3,"30,000,000",58,"50,685,562",120,"1,200,000",495,"1,485,000","10,181","3,054,300","14,420","2,884,000","28,181","2,818,100","471,806","7,077,090","5,384,637","26,923,185"
19080,2019-07-13,05 13 18 19 24 02 07,"4,212,738,027.93","296,452,290",6,"60,000,000",127,"38,864,794",211,"2,110,000","1,351","4,053,000","19,948","5,984,400","36,747","7,349,400","40,378","4,037,800","889,324","13,339,860","8,636,153","43,180,765"
19079,2019-07-10,10 13 16 28 35 04 05,"4,282,392,620.57","271,256,673",4,"40,000,000",75,"52,869,900",133,"1,330,000",641,"1,923,000","13,046","3,913,800","21,765","4,353,000","28,720","2,872,000","662,771","9,941,565","7,003,275","35,016,375"
19078,2019-07-08,05 10 21 26 30 01 07,"4,306,208,094.02","272,470,927",0,0,117,"61,376,913",271,"2,710,000",355,"1,065,000","11,175","3,352,500","11,600","2,320,000","42,402","4,240,200","442,039","6,630,585","5,159,181","25,795,905"
19077,2019-07-06,01 15 17 21 33 07 10,"4,306,208,094.02","293,644,337",1,"10,000,000",58,"51,806,702",82,"820,000",753,"2,259,000","12,294","3,688,200","21,857","4,371,400","25,671","2,567,100","637,701","9,565,515","7,357,864","36,789,320"
19076,2019-07-03,01 06 11 23 29 01 11,"4,297,766,552.19","266,685,847",5,"50,000,000",68,"50,339,448",193,"1,930,000",606,"1,818,000","10,936","3,280,800","16,104","3,220,800","31,861","3,186,100","471,284","7,069,260","5,026,602","25,133,010"
19075,2019-07-01,05 06 07 11 16 02 11,"4,329,058,171.28","264,828,767",4,"40,000,000",102,"36,745,602",288,"2,880,000",780,"2,340,000","21,617","6,485,100","24,472","4,894,400","51,805","5,180,500","794,192","11,912,880","7,354,056","36,770,280"
19074,2019-06-29,08 09 13 14 34 05 07,"4,372,011,525.40","301,323,048",3,"30,000,000",90,"48,824,730",168,"1,680,000",629,"1,887,000","13,044","3,913,200","19,228","3,845,600","31,233","3,123,300","621,106","9,316,590","6,915,834","34,579,170"
19073,2019-06-26,04 11 19 20 24 08 11,"4,382,364,770.03","271,821,466",2,"20,000,000",176,"31,061,360",311,"3,110,000",902,"2,706,000","24,568","7,370,400","27,536","5,507,200","46,673","4,667,300","897,843","13,467,645","8,448,366","42,241,830"
19072,2019-06-24,02 04 06 09 18 07 10,"4,390,457,898.50","269,398,842",1,"10,000,000",81,"38,986,272",322,"3,220,000",687,"2,061,000","15,820","4,746,000","23,865","4,773,000","37,982","3,798,200","739,488","11,092,320","7,504,578","37,522,890"
